user_id,flags,instruction,category,intent,response
943570,BL,I try to see in what cases can I request refunds,REFUND,check_refund_policy,I try to see in what cases can I request refunds
173730,BELW,I cannot see your bloody reimbursement policy,REFUND,check_refund_policy,I cannot see your bloody reimbursement policy
577598,BIL,can you help me seeing in what cases can I request a refund?,REFUND,check_refund_policy,can you help me seeing in what cases can I request a refund?
893243,BL,see in what cases can I ask for a refund,REFUND,check_refund_policy,see in what cases can I ask for a refund
565405,BL,I have to check in what situations can I request a refund,REFUND,check_refund_policy,I have to check in what situations can I request a refund
654185,BLQZ,need to checkin which situations can i ask to be refunded,REFUND,check_refund_policy,need to checkin which situations can i ask to be refunded
889585,BIQ,can i check how long refunds usually take,REFUND,check_refund_policy,can i check how long refunds usually take
175975,BL,I need help seeing your reimbursement policy,REFUND,check_refund_policy,I need help seeing your reimbursement policy
728034,BLQZ,i try tosee under what circumstances can i ask for refunds,REFUND,check_refund_policy,i try tosee under what circumstances can i ask for refunds
192568,BL,I have to see in which cases can I ask for a reimbursement,REFUND,check_refund_policy,I have to see in which cases can I ask for a reimbursement
864258,BL,show me in which situations can I ask for reimbursements,REFUND,check_refund_policy,show me in which situations can I ask for reimbursements
615840,BIL,can I check how long reimbursements usually take?,REFUND,check_refund_policy,can I check how long reimbursements usually take?
178605,BLQ,help me to see in what cases can i request a reimbursement,REFUND,check_refund_policy,help me to see in what cases can i request a reimbursement
843509,BCIL,"I want to see how long refunds take, how to do it?",REFUND,check_refund_policy,"I want to see how long refunds take, how to do it?"
147554,BL,I want help to see in what cases can I ask to be refunded,REFUND,check_refund_policy,I want help to see in what cases can I ask to be refunded
326956,BLW,help me seeing how long the damn reimbursements take,REFUND,check_refund_policy,help me seeing how long the damn reimbursements take
399907,BILQ,is it possible to see in which cases can i ask for refunds,REFUND,check_refund_policy,is it possible to see in which cases can i ask for refunds
494292,BLZ,I need help seeing in which cases can I ask for a reufnd,REFUND,check_refund_policy,I need help seeing in which cases can I ask for a reufnd
932754,BLQ,help me to check in which cases can i ask for reimbursements,REFUND,check_refund_policy,help me to check in which cases can i ask for reimbursements
522701,BLQ,i have got to see in which cases can i request my money back,REFUND,check_refund_policy,i have got to see in which cases can i request my money back
769831,BILPQZ,could ya help mw check ur reimbursement policy,REFUND,check_refund_policy,could ya help mw check ur reimbursement policy
927331,BILQZ,can i cxheck in which cases can i ask for refunds,REFUND,check_refund_policy,can i cxheck in which cases can i ask for refunds
863987,BL,I don't know how I can see your money back guarantee,REFUND,check_refund_policy,I don't know how I can see your money back guarantee
161784,BLQ,check under what circumstances can i request refunds,REFUND,check_refund_policy,check under what circumstances can i request refunds
379444,BL,I want help seeing in what situations can I request refunds,REFUND,check_refund_policy,I want help seeing in what situations can I request refunds
448435,BL,help me checking how long reimbursements take,REFUND,check_refund_policy,help me checking how long reimbursements take
524022,BLQ,want assistance seeing in what cases can I request a refund,REFUND,check_refund_policy,want assistance seeing in what cases can I request a refund
997092,BLQZ,wanna check in wshat situations can i ask for a refund,REFUND,check_refund_policy,wanna check in wshat situations can i ask for a refund
631858,BLW,assistance to see your goddamn money back guarantee,REFUND,check_refund_policy,assistance to see your goddamn money back guarantee
514621,BL,I try to see in what cases can I request a refund,REFUND,check_refund_policy,I try to see in what cases can I request a refund
868664,BLQ,help me check in which situations can i ask to be refunded,REFUND,check_refund_policy,help me check in which situations can i ask to be refunded
990216,BCIQ,i have to check ur refund policy can i get some help,REFUND,check_refund_policy,i have to check ur refund policy can i get some help
349930,BLQ,I'm trying to see in which cases can i request refunds,REFUND,check_refund_policy,I'm trying to see in which cases can i request refunds
920193,BLQZ,i have to see in which cases can i ask for erimbursements,REFUND,check_refund_policy,i have to see in which cases can i ask for erimbursements
765126,BLQ,need help to check in which cases can i request refunds,REFUND,check_refund_policy,need help to check in which cases can i request refunds
139160,BCIL,"I want to check your reimbursement policy, how do I do it?",REFUND,check_refund_policy,"I want to check your reimbursement policy, how do I do it?"
970109,BQ,i have to check in what cases can i ask for refunds,REFUND,check_refund_policy,i have to check in what cases can i ask for refunds
155358,BCL,"I have to see your money back policy, I need help",REFUND,check_refund_policy,"I have to see your money back policy, I need help"
166008,BIL,under which circumstances can I ask for my money back?,REFUND,check_refund_policy,under which circumstances can I ask for my money back?
859179,BL,check in which situations can I request my money back,REFUND,check_refund_policy,check in which situations can I request my money back
457531,B,assistance to check in what cases can I ask to be refunded,REFUND,check_refund_policy,assistance to check in what cases can I ask to be refunded
929084,BL,I am trying to see in what situations can I request refunds,REFUND,check_refund_policy,I am trying to see in what situations can I request refunds
485470,BL,assistance checking your reimbursement policy,REFUND,check_refund_policy,assistance checking your reimbursement policy
145835,BL,I am trying to see how long refunds usually take,REFUND,check_refund_policy,I am trying to see how long refunds usually take
176089,BIL,can you show me in which situations can I request refunds?,REFUND,check_refund_policy,can you show me in which situations can I request refunds?
470365,BL,I try to see in what cases can I ask to be refunded,REFUND,check_refund_policy,I try to see in what cases can I ask to be refunded
936664,BLZ,help me checking in what cases can I ask for  reimbursements,REFUND,check_refund_policy,help me checking in what cases can I ask for  reimbursements
709505,B,I don't know how I can check your refund policy,REFUND,check_refund_policy,I don't know how I can check your refund policy
706546,BCILW,"I need to see your goddamn refund policy, how do I do it?",REFUND,check_refund_policy,"I need to see your goddamn refund policy, how do I do it?"
669722,BQ,i want assistance to check how long refunds take,REFUND,check_refund_policy,i want assistance to check how long refunds take
439600,BLQ,assistance to check in which cases can i request a refund,REFUND,check_refund_policy,assistance to check in which cases can i request a refund
833619,BL,I need to check how long reimbursements usually take,REFUND,check_refund_policy,I need to check how long reimbursements usually take
734880,BCIL,"I want to see your money back guarantee, can you help me?",REFUND,check_refund_policy,"I want to see your money back guarantee, can you help me?"
752827,BLZ,help to see in which cases can I request ym money back,REFUND,check_refund_policy,help to see in which cases can I request ym money back
166450,BL,I have got to check in what cases can I request a refund,REFUND,check_refund_policy,I have got to check in what cases can I request a refund
382094,BL,I want to see in what cases can I request my money back,REFUND,check_refund_policy,I want to see in what cases can I request my money back
427181,BL,I want to check in what cases can I request to be reimbursed,REFUND,check_refund_policy,I want to check in what cases can I request to be reimbursed
608831,BL,I need to see your refund policy,REFUND,check_refund_policy,I need to see your refund policy
382860,BLQZ,need to check in which cases can i request an refund,REFUND,check_refund_policy,need to check in which cases can i request an refund
886523,BL,I try to see in which cases can I request to be refunded,REFUND,check_refund_policy,I try to see in which cases can I request to be refunded
158010,BCIL,"I have to see how long reimbursements take, how can I do it?",REFUND,check_refund_policy,"I have to see how long reimbursements take, how can I do it?"
785817,BLQ,help me see in what situations can i request to be refunded,REFUND,check_refund_policy,help me see in what situations can i request to be refunded
895127,BL,I need to see how long reimbursements take,REFUND,check_refund_policy,I need to see how long reimbursements take
814246,BLW,I need assistance seeing your goddamn money back guarantee,REFUND,check_refund_policy,I need assistance seeing your goddamn money back guarantee
347645,BIL,can I see in what situations can I request to be reimbursed?,REFUND,check_refund_policy,can I see in what situations can I request to be reimbursed?
274857,BL,I need to see in what cases can I request reimbursements,REFUND,check_refund_policy,I need to see in what cases can I request reimbursements
758731,B,help checking your money back policy,REFUND,check_refund_policy,help checking your money back policy
372242,BCILW,"I need to see your damn money back policy, how do I do it?",REFUND,check_refund_policy,"I need to see your damn money back policy, how do I do it?"
401543,BLQZ,i try to check in which cases can i ask for an reimbursement,REFUND,check_refund_policy,i try to check in which cases can i ask for an reimbursement
584537,BLQZ,i try to see in which cases can i request refunss,REFUND,check_refund_policy,i try to see in which cases can i request refunss
114773,BLQ,i need help seeing ur reimbursement policy,REFUND,check_refund_policy,i need help seeing ur reimbursement policy
171848,BLQ,help me checking ur reimbursement policy,REFUND,check_refund_policy,help me checking ur reimbursement policy
517334,B,check in what cases can I ask for refunds,REFUND,check_refund_policy,check in what cases can I ask for refunds
869650,BL,help me checking in which situations can I ask for refunds,REFUND,check_refund_policy,help me checking in which situations can I ask for refunds
529565,BCQW,need to check how long the goddamn refunds take help me,REFUND,check_refund_policy,need to check how long the goddamn refunds take help me
753885,BLQ,i have to see in what situations can i ask for refunds,REFUND,check_refund_policy,i have to see in what situations can i ask for refunds
502223,BL,see under what circumstances can I ask to be refunded,REFUND,check_refund_policy,see under what circumstances can I ask to be refunded
117644,BLQ,help to see in what cases can i request my money back,REFUND,check_refund_policy,help to see in what cases can i request my money back
375548,BLQ,need help seeing in what cases can i ask for reimbursements,REFUND,check_refund_policy,need help seeing in what cases can i ask for reimbursements
248322,BLZ,chek in which cases can I request reimbursements,REFUND,check_refund_policy,chek in which cases can I request reimbursements
308411,BILQ,where can i check ur reimbursement policy,REFUND,check_refund_policy,where can i check ur reimbursement policy
488383,BLZ,help to see in what cases can I request  to be refunded,REFUND,check_refund_policy,help to see in what cases can I request  to be refunded
833700,BL,help me check in which cases can I ask to be reimbursed,REFUND,check_refund_policy,help me check in which cases can I ask to be reimbursed
726105,BLQ,need help seeing in what situations can i ask to be refunded,REFUND,check_refund_policy,need help seeing in what situations can i ask to be refunded
560584,BCIL,"I need to see how long reimbursements take, how can I do it?",REFUND,check_refund_policy,"I need to see how long reimbursements take, how can I do it?"
771395,BLQ,need to check in which cases can i ask for reimbursements,REFUND,check_refund_policy,need to check in which cases can i ask for reimbursements
659855,BL,I try to check in which cases can I ask for a refund,REFUND,check_refund_policy,I try to check in which cases can I ask for a refund
523552,BLQ,want help to see in which situations can I ask for refunds,REFUND,check_refund_policy,want help to see in which situations can I ask for refunds
342589,BLZ,II need to see your reimbursement policy,REFUND,check_refund_policy,II need to see your reimbursement policy
450985,BCILZ,"I need to see your money back policy, can you hep me?",REFUND,check_refund_policy,"I need to see your money back policy, can you hep me?"
450697,BL,help to check in what situations can I ask to be refunded,REFUND,check_refund_policy,help to check in what situations can I ask to be refunded
314732,BLZ,assistance to check youe money back guarantee,REFUND,check_refund_policy,assistance to check youe money back guarantee
597711,BLQ,want assistance seeing your reimbursement policy,REFUND,check_refund_policy,want assistance seeing your reimbursement policy
587191,BLQ,i have to check in which cases can i ask for a refund,REFUND,check_refund_policy,i have to check in which cases can i ask for a refund
332283,BLP,I would like to see in which cases can I ask to be refunded,REFUND,check_refund_policy,I would like to see in which cases can I ask to be refunded
364298,BL,help me seeing in what cases can I ask for refunds,REFUND,check_refund_policy,help me seeing in what cases can I ask for refunds
550184,BI,how long do refunds take?,REFUND,check_refund_policy,how long do refunds take?
308411,BL,I have to check in what cases can I request a refund,REFUND,check_refund_policy,I have to check in what cases can I request a refund
137498,BL,I want help seeing your reimbursement policy,REFUND,check_refund_policy,I want help seeing your reimbursement policy
513136,BCQWZ,i have gotto check ur damn refund policy help me,REFUND,check_refund_policy,i have gotto check ur damn refund policy help me
754378,BL,help seeing under which circumstances can I request a refund,REFUND,check_refund_policy,help seeing under which circumstances can I request a refund
493160,BL,help to see in what cases can I ask for a reimbursement,REFUND,check_refund_policy,help to see in what cases can I ask for a reimbursement
172730,BLQ,help me to see in what situations can i request a refund,REFUND,check_refund_policy,help me to see in what situations can i request a refund
996802,BIL,in what cases can I ask to be reimbursed?,REFUND,check_refund_policy,in what cases can I ask to be reimbursed?
271307,BLQZ,want help checking in wht situations can i request refunds,REFUND,check_refund_policy,want help checking in wht situations can i request refunds
664113,BLZ,I want to see in what cases can Iask to be refunded,REFUND,check_refund_policy,I want to see in what cases can Iask to be refunded
843509,BQZ,assistance to check ur refund pollicy,REFUND,check_refund_policy,assistance to check ur refund pollicy
970588,BL,help checking in which situations can I ask to be reimbursed,REFUND,check_refund_policy,help checking in which situations can I ask to be reimbursed
889585,BILZ,inwhat situations can I ask to be reimbursed?,REFUND,check_refund_policy,inwhat situations can I ask to be reimbursed?
171454,BL,I need help to see in which cases can I request refunds,REFUND,check_refund_policy,I need help to see in which cases can I request refunds
837811,BL,I need to see in which cases can I ask for a reimbursement,REFUND,check_refund_policy,I need to see in which cases can I ask for a reimbursement
148133,BL,help me to check in which cases can I ask for refunds,REFUND,check_refund_policy,help me to check in which cases can I ask for refunds
812159,BL,help me checking in what cases can I request to be refunded,REFUND,check_refund_policy,help me checking in what cases can I request to be refunded
821763,BLW,help checking in which cases can I request a fucking refund,REFUND,check_refund_policy,help checking in which cases can I request a fucking refund
209524,BL,I am trying to see in what cases can I request refunds,REFUND,check_refund_policy,I am trying to see in what cases can I request refunds
931894,BIL,under what circumstances can I ask to be reimbursed?,REFUND,check_refund_policy,under what circumstances can I ask to be reimbursed?
730658,BLQ,show me in which situations can i request my money back,REFUND,check_refund_policy,show me in which situations can i request my money back
146431,BIQ,how to check ur refund policy,REFUND,check_refund_policy,how to check ur refund policy
401772,BILQ,how can i check ur money back guarantee,REFUND,check_refund_policy,how can i check ur money back guarantee
210602,BL,I don't know how I can check your reimbursement policy,REFUND,check_refund_policy,I don't know how I can check your reimbursement policy
663794,BL,show me in which cases can I request a refund,REFUND,check_refund_policy,show me in which cases can I request a refund
623265,BLQ,need to see in what situations can i ask to be refunded,REFUND,check_refund_policy,need to see in what situations can i ask to be refunded
353415,BL,help me check in what situations can I ask to be reimbursed,REFUND,check_refund_policy,help me check in what situations can I ask to be reimbursed
981818,BL,I want to check in what cases can I request refunds,REFUND,check_refund_policy,I want to check in what cases can I request refunds
101902,BCIQ,need to check how long refunds take how can i do it,REFUND,check_refund_policy,need to check how long refunds take how can i do it
648821,BI,am I entitled to a refund according to your policy?,REFUND,check_refund_policy,am I entitled to a refund according to your policy?
426701,BLQ,want help seeing in which situations can I ask for a refund,REFUND,check_refund_policy,want help seeing in which situations can I ask for a refund
904049,BILQ,what do i have to do to see ur money back guarantee,REFUND,check_refund_policy,what do i have to do to see ur money back guarantee
720148,BLWZ,I need help to se how long the bloody reimbursements take,REFUND,check_refund_policy,I need help to se how long the bloody reimbursements take
505350,BL,help me see under which circumstances can I ask for a refund,REFUND,check_refund_policy,help me see under which circumstances can I ask for a refund
571082,BL,see in what situations can I ask for refunds,REFUND,check_refund_policy,see in what situations can I ask for refunds
317551,BL,I want to see under what circumstances can I ask for refunds,REFUND,check_refund_policy,I want to see under what circumstances can I ask for refunds
557466,BL,I want to check in which cases can I request reimbursements,REFUND,check_refund_policy,I want to check in which cases can I request reimbursements
567600,BLQ,wanna check under which circumstances can i ask for a refund,REFUND,check_refund_policy,wanna check under which circumstances can i ask for a refund
929209,BCLQ,i have to check ur money back guarantee help me,REFUND,check_refund_policy,i have to check ur money back guarantee help me
891874,BLQ,wanna check in which cases can i ask for a refund,REFUND,check_refund_policy,wanna check in which cases can i ask for a refund
903721,BL,I need assistance to see your refund policy,REFUND,check_refund_policy,I need assistance to see your refund policy
475717,BCIL,"I need to see your money back guarantee, can you help me?",REFUND,check_refund_policy,"I need to see your money back guarantee, can you help me?"
166999,BIL,can you help me check in which cases can I request a refund?,REFUND,check_refund_policy,can you help me check in which cases can I request a refund?
255898,BL,check in which cases can I ask to be refunded,REFUND,check_refund_policy,check in which cases can I ask to be refunded
807134,BIQ,can ushow me ur refund policy,REFUND,check_refund_policy,can ushow me ur refund policy
848476,BLQ,i try to see in what cases can i ask for a refund,REFUND,check_refund_policy,i try to see in what cases can i ask for a refund
275198,BLQ,help to check in what cases can i request reimbursements,REFUND,check_refund_policy,help to check in what cases can i request reimbursements
957791,BCL,"I have to see how long refunds take, I need help",REFUND,check_refund_policy,"I have to see how long refunds take, I need help"
525123,BL,I want help to check in which cases can I ask for a refund,REFUND,check_refund_policy,I want help to check in which cases can I ask for a refund
311207,BCL,"I want to check your money back guarantee, I need help",REFUND,check_refund_policy,"I want to check your money back guarantee, I need help"
412214,BILP,how could I check your money back guarantee?,REFUND,check_refund_policy,how could I check your money back guarantee?
158010,BLQ,help checking in which cases can i request a reimbursement,REFUND,check_refund_policy,help checking in which cases can i request a reimbursement
463700,BL,assistance seeing your refund policy,REFUND,check_refund_policy,assistance seeing your refund policy
681371,BL,I try to see in which cases can I request a reimbursement,REFUND,check_refund_policy,I try to see in which cases can I request a reimbursement
613007,BL,help to check in which cases can I request my money back,REFUND,check_refund_policy,help to check in which cases can I request my money back
366218,BLQ,need assistance to see in what cases can i ask for refunds,REFUND,check_refund_policy,need assistance to see in what cases can i ask for refunds
910580,BL,I want to see under what circumstances can I request refunds,REFUND,check_refund_policy,I want to see under what circumstances can I request refunds
574652,BKLQ,show ur money back guarantee,REFUND,check_refund_policy,show ur money back guarantee
889342,BLZ,I want to check in which situations czn I ask for a refund,REFUND,check_refund_policy,I want to check in which situations czn I ask for a refund
741636,BLQ,assistance to see in what situations can i ask for a refund,REFUND,check_refund_policy,assistance to see in what situations can i ask for a refund
869031,BL,help me check in which cases can I request refunds,REFUND,check_refund_policy,help me check in which cases can I request refunds
506403,BLZ,I try to check in what casescan I request a reimbursement,REFUND,check_refund_policy,I try to check in what casescan I request a reimbursement
690186,BCILQZ,wanna see ur refund policy how to do  it,REFUND,check_refund_policy,wanna see ur refund policy how to do  it
443069,BLQZ,hlp seeing ur money back guarantee,REFUND,check_refund_policy,hlp seeing ur money back guarantee
603669,BILQZ,can i see in which cases can i as for reimbursements,REFUND,check_refund_policy,can i see in which cases can i as for reimbursements
237821,BLW,help me to see in what cases can I ask for a damn refund,REFUND,check_refund_policy,help me to see in what cases can I ask for a damn refund
284508,BLQ,help seeing in what cases can i request refunds,REFUND,check_refund_policy,help seeing in what cases can i request refunds
259066,BIL,can I see under what circumstances can I request a refund?,REFUND,check_refund_policy,can I see under what circumstances can I request a refund?
883877,BQ,i need help checking ur refund policy,REFUND,check_refund_policy,i need help checking ur refund policy
390564,BIL,can I check your reimbursement policy?,REFUND,check_refund_policy,can I check your reimbursement policy?
332899,BLP,I would like to see in which cases can I request a refund,REFUND,check_refund_policy,I would like to see in which cases can I request a refund
792691,BIL,can you help me see in which cases can I ask for refunds?,REFUND,check_refund_policy,can you help me see in which cases can I ask for refunds?
414812,BL,see in which cases can I ask to be reimbursed,REFUND,check_refund_policy,see in which cases can I ask to be reimbursed
392558,BL,help to check in which cases can I ask for refunds,REFUND,check_refund_policy,help to check in which cases can I ask for refunds
159304,BLQZ,want help checking ur reimbursement poliicy,REFUND,check_refund_policy,want help checking ur reimbursement poliicy
755865,BLQZ,assistance seeing in what casew can i ask to be refunded,REFUND,check_refund_policy,assistance seeing in what casew can i ask to be refunded
680446,BLQ,help me see under which circumstances can i request a refund,REFUND,check_refund_policy,help me see under which circumstances can i request a refund
968915,BLZ,help me to check in what situations acn I request a refund,REFUND,check_refund_policy,help me to check in what situations acn I request a refund
409565,BL,I don't know what I have to do to see your money back policy,REFUND,check_refund_policy,I don't know what I have to do to see your money back policy
278703,BCLPQZ,I'd like to see how long refunds  take help me,REFUND,check_refund_policy,I'd like to see how long refunds  take help me
324317,BL,I have to check in what cases can I request my money back,REFUND,check_refund_policy,I have to check in what cases can I request my money back
201660,BLQZ,wanna see ur money back plicy,REFUND,check_refund_policy,wanna see ur money back plicy
755299,BL,I want to see in what situations can I ask for my money back,REFUND,check_refund_policy,I want to see in what situations can I ask for my money back
315517,BL,help me see in what cases can I ask for a refund,REFUND,check_refund_policy,help me see in what cases can I ask for a refund
429836,B,I need help checking in what cases can I ask for a refund,REFUND,check_refund_policy,I need help checking in what cases can I ask for a refund
820281,BL,help me seeing in which situations can I request a refund,REFUND,check_refund_policy,help me seeing in which situations can I request a refund
219388,BLQZ,i have tosee in which situations can i request refunds,REFUND,check_refund_policy,i have tosee in which situations can i request refunds
938464,BL,check in what situations can I request to be reimbursed,REFUND,check_refund_policy,check in what situations can I request to be reimbursed
949010,BCIL,"I have got to check your money back guarantee, how to do it?",REFUND,check_refund_policy,"I have got to check your money back guarantee, how to do it?"
219293,BQZ,i dont know what to doto check ur money back policy,REFUND,check_refund_policy,i dont know what to doto check ur money back policy
201587,BLQZ,assitsance seeing in which cases can i request a refund,REFUND,check_refund_policy,assitsance seeing in which cases can i request a refund
746880,BL,show me in which cases can I request to be reimbursed,REFUND,check_refund_policy,show me in which cases can I request to be reimbursed
195727,BELQ,i cannot check ur money back guarantee,REFUND,check_refund_policy,i cannot check ur money back guarantee
537749,BLQZ,i have to check in what situatins can i ask to be reimbursed,REFUND,check_refund_policy,i have to check in what situatins can i ask to be reimbursed
477849,BIL,are service charges reimbursable?,REFUND,check_refund_policy,are service charges reimbursable?
636665,BCL,"I have got to see your money back policy, help me",REFUND,check_refund_policy,"I have got to see your money back policy, help me"
131287,BI,can you show me in what cases can I ask to be refunded?,REFUND,check_refund_policy,can you show me in what cases can I ask to be refunded?
949420,BLQ,help seeing ur money back guarantee,REFUND,check_refund_policy,help seeing ur money back guarantee
161728,BL,help seeing in which situations can I request my money back,REFUND,check_refund_policy,help seeing in which situations can I request my money back
267788,BL,help me see in what cases can I request a refund,REFUND,check_refund_policy,help me see in what cases can I request a refund
539185,BLQ,need help to see in what cases can I ask for refunds,REFUND,check_refund_policy,need help to see in what cases can I ask for refunds
314445,BILQ,are charges of services refundable,REFUND,check_refund_policy,are charges of services refundable
802082,BLW,help to check your damn money back guarantee,REFUND,check_refund_policy,help to check your damn money back guarantee
722720,BL,I have got to check your reimbursement policy,REFUND,check_refund_policy,I have got to check your reimbursement policy
671070,BL,I am trying to see in what situations can I ask for a refund,REFUND,check_refund_policy,I am trying to see in what situations can I ask for a refund
147554,BLW,I need to check how long the goddamn reimbursements take,REFUND,check_refund_policy,I need to check how long the goddamn reimbursements take
391652,BLQZ,need help to see in which cases can I request my money bac,REFUND,check_refund_policy,need help to see in which cases can I request my money bac
598614,BIL,in which cases can I ask for my money back?,REFUND,check_refund_policy,in which cases can I ask for my money back?
184982,BLQ,help to see in which cases can i ask for my money back,REFUND,check_refund_policy,help to see in which cases can i ask for my money back
237984,BLQZ,need to check ur money back ugarantee,REFUND,check_refund_policy,need to check ur money back ugarantee
204538,BCIQ,i have to check how long refunds take how can i do it,REFUND,check_refund_policy,i have to check how long refunds take how can i do it
208621,BLW,check in which cases can I ask for a fucking reimbursement,REFUND,check_refund_policy,check in which cases can I ask for a fucking reimbursement
373518,BLP,I would like to see how long reimbursements take,REFUND,check_refund_policy,I would like to see how long reimbursements take
651680,BL,I need help checking in what cases can I request refunds,REFUND,check_refund_policy,I need help checking in what cases can I request refunds
197486,BLPQ,I'd like to check in which situations can i ask for a refund,REFUND,check_refund_policy,I'd like to check in which situations can i ask for a refund
865323,BCIQZ,i have to check how long reufnds take how to do it,REFUND,check_refund_policy,i have to check how long reufnds take how to do it
888807,BL,help me seeing in what cases can I request a reimbursement,REFUND,check_refund_policy,help me seeing in what cases can I request a reimbursement
663995,BLQ,see in which cases can i ask for a reimbursement,REFUND,check_refund_policy,see in which cases can i ask for a reimbursement
545059,BLZ,help to see inwhich situations can I ask to be refunded,REFUND,check_refund_policy,help to see inwhich situations can I ask to be refunded
785634,BL,help me check in what cases can I request a reimbursement,REFUND,check_refund_policy,help me check in what cases can I request a reimbursement
628484,BILQ,can i check under which circumstances can i request a refund,REFUND,check_refund_policy,can i check under which circumstances can i request a refund
187839,BLW,see in which cases can I ask for my goddamn money back,REFUND,check_refund_policy,see in which cases can I ask for my goddamn money back
663898,BL,see in what situations can I ask to be refunded,REFUND,check_refund_policy,see in what situations can I ask to be refunded
152925,BL,I need to check in which cases can I ask for a reimbursement,REFUND,check_refund_policy,I need to check in which cases can I ask for a reimbursement
512158,BIL,can I see in which cases can I ask to be reimbursed?,REFUND,check_refund_policy,can I see in which cases can I ask to be reimbursed?
296877,BLQZ,i have to see in what cases acn i request my money back,REFUND,check_refund_policy,i have to see in what cases acn i request my money back
525437,BLZ,check how long reinbursements usually take,REFUND,check_refund_policy,check how long reinbursements usually take
659112,BL,I need to check in which situations can I ask for a refund,REFUND,check_refund_policy,I need to check in which situations can I ask for a refund
717938,BCL,"I have to see in which cases can I ask for refunds, help me",REFUND,check_refund_policy,"I have to see in which cases can I ask for refunds, help me"
336948,BL,I try to see in what situations can I ask to be refunded,REFUND,check_refund_policy,I try to see in what situations can I ask to be refunded
836585,BLQ,want help seeing how long refunds take,REFUND,check_refund_policy,want help seeing how long refunds take
136836,BL,show me in which cases can I request refunds,REFUND,check_refund_policy,show me in which cases can I request refunds
569443,BLZ,help to see in what situationscan I ask to be reimbursed,REFUND,check_refund_policy,help to see in what situationscan I ask to be reimbursed
522857,BL,help seeing in which situations can I request refunds,REFUND,check_refund_policy,help seeing in which situations can I request refunds
809688,BLZ,help me seeing how long reimbuursements take,REFUND,check_refund_policy,help me seeing how long reimbuursements take
454881,BQZ,need help ot check in what cases can I ask for refunds,REFUND,check_refund_policy,need help ot check in what cases can I ask for refunds
637771,BLP,I would like to see in which cases can I ask for refunds,REFUND,check_refund_policy,I would like to see in which cases can I ask for refunds
601358,BELQ,i do not know how i can check ur money back guarantee,REFUND,check_refund_policy,i do not know how i can check ur money back guarantee
572990,BILQ,can uhelp me to see how long reimbursements usually take,REFUND,check_refund_policy,can uhelp me to see how long reimbursements usually take
709365,BIL,in which cases can I request refunds?,REFUND,check_refund_policy,in which cases can I request refunds?
485815,BL,I want help to check in what cases can I request a refund,REFUND,check_refund_policy,I want help to check in what cases can I request a refund
434146,BL,I want to see in which cases can I request my money back,REFUND,check_refund_policy,I want to see in which cases can I request my money back
697986,BEL,I cannot see your reimbursement policy,REFUND,check_refund_policy,I cannot see your reimbursement policy
379767,BL,I need help seeing how long reimbursements take,REFUND,check_refund_policy,I need help seeing how long reimbursements take
425821,BILZ,what si your money back guarantee?,REFUND,check_refund_policy,what si your money back guarantee?
252776,BI,can I check your refund policy?,REFUND,check_refund_policy,can I check your refund policy?
609290,BIL,under which circumstances can I request refunds?,REFUND,check_refund_policy,under which circumstances can I request refunds?
307915,BLQ,want help to see your reimbursement policy,REFUND,check_refund_policy,want help to see your reimbursement policy
357910,BIL,can you help me checking your reimbursement policy?,REFUND,check_refund_policy,can you help me checking your reimbursement policy?
625781,BL,I have got to see in which situations can I ask for a refund,REFUND,check_refund_policy,I have got to see in which situations can I ask for a refund
320495,BL,I try to see in which cases can I ask for reimbursements,REFUND,check_refund_policy,I try to see in which cases can I ask for reimbursements
138602,BLQ,need help to see in what cases can I request my money back,REFUND,check_refund_policy,need help to see in what cases can I request my money back
396142,BCL,"I need to see in which cases can I request refunds, help me",REFUND,check_refund_policy,"I need to see in which cases can I request refunds, help me"
813312,BLQZ,help checkig in what situations can i ask for a refund,REFUND,check_refund_policy,help checkig in what situations can i ask for a refund
704217,BL,I need help seeing how long refunds usually take,REFUND,check_refund_policy,I need help seeing how long refunds usually take
434713,BIL,are charges for services reimbursable?,REFUND,check_refund_policy,are charges for services reimbursable?
937163,BIL,can you show me in what situations can I ask for refunds?,REFUND,check_refund_policy,can you show me in what situations can I ask for refunds?
686898,BIQZ,can huelp me check ur refund policy,REFUND,check_refund_policy,can huelp me check ur refund policy
992142,BCL,"I need to check how long reimbursements take, help me",REFUND,check_refund_policy,"I need to check how long reimbursements take, help me"
112472,BLQWZ,need assistancee to check your damn reimbursement policy,REFUND,check_refund_policy,need assistancee to check your damn reimbursement policy
262031,BLQ,help seeing in what cases can i request to be reimbursed,REFUND,check_refund_policy,help seeing in what cases can i request to be reimbursed
314454,BQ,ur refund policy,REFUND,check_refund_policy,ur refund policy
508727,BL,I am trying to check in what cases can I request a refund,REFUND,check_refund_policy,I am trying to check in what cases can I request a refund
717938,BIL,can I see in which situations can I request to be refunded?,REFUND,check_refund_policy,can I see in which situations can I request to be refunded?
685124,BILP,could I check in which cases can I ask for my money back?,REFUND,check_refund_policy,could I check in which cases can I ask for my money back?
969857,BL,I try to check in which situations can I ask for a refund,REFUND,check_refund_policy,I try to check in which situations can I ask for a refund
778182,BILP,could I see in what situations can I ask for reimbursements?,REFUND,check_refund_policy,could I see in what situations can I ask for reimbursements?
979946,BLW,check in what situations can I request a fucking refund,REFUND,check_refund_policy,check in what situations can I request a fucking refund
